FilePath,URL,Title,Description,Keywords
data/files/file10.html,https://www.goal.com/en-us/contact,"Contact us - Goal is the worldâs largest online football destination, covering the biggest teams, players and leagues. | Goal.com","Contact us - Goal is the worldâs largest online football destination, covering the biggest teams, players and leagues.",
data/files/file11.html,https://www.goal.com/en-us/legal/privacy-policy,FootballCo Group - Privacy Notice | Goal.com,FootballCo Group - Privacy Notice,
data/files/file12.html,https://www.goal.com/en-us/live-scores,"Live Soccer Scores, Fixtures & Results | Goal.com","Get the latest live soccer scores, results &amp; fixtures from across the world, including UEFA Champions League, powered by Goal.com",
data/files/file13.html,https://www.goal.com/en-us/premier-league/2kwbbcootiqqgmrzs6o5inle5,"Premier League News, Results & Transfers | Goal.com","The latest Premier League news, rumours, standings, schedule, live scores, results &amp; transfer news, powered by Goal.com.",
data/files/file14.html,https://www.goal.com/en-us/team/everton/ehd2iemqmschhj2ec0vayztzz,Everton News | Goal.com,"Latest Everton news from Goal.com, including transfer updates, rumours, results, scores and player interviews.",
data/files/file15.html,https://www.goal.com/en-us/player/mason-holgate/4njl5iqybub0cxbhjh2xbft9l,"Mason Holgate, Latest News & Player Profile | Goal.com","Mason Holgate, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Everton FC player, powered by Goal.com.",
data/files/file16.html,https://www.goal.com/en-us/legal/terms-conditions,Terms and Conditions | Goal.com,,
data/files/file17.html,https://www.goal.com/en-us/player/gylfi-sigur%C3%B0sson/709tvsyynpz1tx7snba1whwwl,"Gylfi SigurÃ°sson, Latest News & Player Profile | Goal.com","Gylfi SigurÃ°sson, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Everton FC player, powered by Goal.com.",
data/files/file18.html,https://www.goal.com/en-us/player/dominic-calvert-lewin/374kcix9j7e1cob4uxmfncwyd,"Dominic Calvert-Lewin, Latest News & Player Profile | Goal.com","Dominic Calvert-Lewin, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Everton FC player, powered by Goal.com.",
data/files/file19.html,https://www.goal.com/en-us/news/live/matchday-live-man-utd-and-man-city-headline-premier-league-games-/blt74d5d6987a0bb11c,Matchday LIVE: Man Utd face West Ham in Premier League as Man City travel to Southampton | Goal.com,Join GOAL as we keep you right up to date with all the action on Saturday from Europe&#039;s top leagues ,"Live Blog,Everton v Aston Villa,Everton,Aston Villa,Premier League,Hoffenheim v Borussia Dortmund,Hoffenheim,Borussia Dortmund,Bundesliga,Brentford v Wolverhampton Wanderers"
data/files/file20.html,https://www.goal.com/en-us/news/fantasy-football-premier-league-team-news-injuries-captain/1i1tu1kq4kh7g13rwh63nv56en,"Fantasy football: Premier League team news, injuries, captain picks and more | Goal.com",GOAL looks ahead to Gameweek 23 of the Fantasy Premier League and offers the latest team news,"Fantasy Football,Premier League,Aston Villa,Newcastle United,Wolverhampton Wanderers,Brentford,Manchester United,Southampton,Leeds United,Burnley"
data/files/file21.html,https://www.goal.com/en-us/news/southampton-give-hope-to-liverpool-and-chelsea-man-city/blt4d582ea11da2a42b,It's not over yet: Southampton give hope to Liverpool and Chelsea by showing that Man City are not invincible | Goal.com,Manchester City&#039;s 12-game winning streak came to an end with a 1-1 draw at Southampton keeping the Premier League title race alive,"Manchester City,Premier League,Southampton v Manchester City,Guardiola,Features &amp; Opinions"
data/files/file22.html,https://www.goal.com/en-us/team/manchester-city/a3nyxabgsqlnqfkeg41m6tnpp,Manchester City News | Goal.com,"Latest Manchester City news from Goal.com, including transfer updates, rumours, results, scores and player interviews.",
data/files/file23.html,https://www.goal.com/en-us/news/man-city-laporte-southampton-small-pitch-nasty-souvenir-gash/bltc22c8b6eaab5de93,Laporte claims Southampton's 'small pitch' made it 'difficult' for Man City & then shows off nasty 'souvenir' gash on his leg | Goal.com,Manchester City star Aymeric Laporte admits that his side struggled to come to terms with the limited playing surface at St Mary&#039;s as they were held to a 1-1 draw against Southampton on Saturday.,"Manchester City,Premier League,Southampton v Manchester City,Southampton,Aymeric Laporte"
data/files/file24.html,https://www.goal.com/en-us/news/manchester-city-river-plate-alvarez/blt86f2473f42a803c8,Manchester City interested in River Plate striker Alvarez | Goal.com,"Manchester City are considering a move for River Plate forward Julian Alvarez, GOAL can confirm","Transfers,Manchester City,Premier League,San Lorenzo v River Plate,River Plate,Liga Profesional Argentina,JuliÃ¡n Ãlvarez"
data/files/file25.html,https://www.goal.com/en-us/news/are-manchester-city-turning-english-football-into-a-farmers/blt41064a4a78a97643,Are Manchester City turning English football into a Farmer's League? | Goal.com,"With Manchester City 11 points clear at the top of the Premier League, there are growing concerns that England&#039;s top flight is no longer competitive","Manchester City,Premier League,Manchester United,Liverpool,Chelsea,Guardiola,Features &amp; Opinions"
data/files/file26.html,https://www.goal.com/en-us/news/de-bruyne-magic-worthy-premier-league-title-winner-man-city/blt47bc1ea51653cf92,De Bruyne's moment of magic against Chelsea a worthy Premier League title winner for Man City | Goal.com,"Kevin De Bruyne&#039;s brilliant strike earned Manchester City a 1-0 victory over Chelsea that moved Pep Guardiola&#039;s side 13 points clear at the top of the Premier League, thus effectively ending the title race","Manchester City,Premier League,Manchester City v Chelsea,Chelsea,Guardiola,Features &amp; Opinions,Jack Grealish,Thomas Tuchel,Kevin De Bruyne"
data/files/file27.html,https://www.goal.com/en-us/news/psg-transfer-target-faivre/blt4c3a2236074a03f5,Romain emperor: PSG transfer target Faivre ready for the big time | Goal.com,Romain Faivre has spent the last 18 months impressing Ligue 1 audiences with his elegant brand of football and now a move to Paris Saint-Germain could be in the offing,"Transfers,PSG,Ligue 1,Brest,Romain Faivre"
data/files/file28.html,https://www.goal.com/en-us/news/rashford-man-utd-top-four-rangnick-gamble-west-ham/bltcd66097e1b4403b6,Rashford revives Man Utd's top-four challenge as Rangnick's gamble pays off against West Ham | Goal.com,"Manchester United manager Ralf Rangnick was criticised for his changes against Aston Villa last week but all three of his subs combined to earn his side a vital 1-0 victory over West Ham on Saturday afternoon, with Marcus Rashford netting an injury-time winner","Manchester United,Premier League,Manchester United v West Ham United,West Ham United,Features &amp; Opinions,Marcus Rashford"
data/files/file29.html,https://www.goal.com/en-us/news/ronaldo-reaction-substituted-man-utd-brentford/blte7e339da8294eecf,Ronaldo's reaction to being substituted in Man Utd win over Brentford - Petulance or passion? | Goal.com,"When the fourth official&#039;s board went up in the 71st minute at the Brentford Community Stadium on Wednesday night and the number seven flashed up Cristiano Ronaldo stood with his hands on his hips, shaking his head. He was being replaced by Harry Maguire and he was not happy about it.Â ","Cristiano Ronaldo,Manchester United,Brentford v Manchester United,Premier League,Features &amp; Opinions"
data/files/file30.html,https://www.goal.com/en-us/news/elanga-excites-ronaldo-rages-man-utd-brentford/blt0bc39e04489d95e7,Elanga excites as Ronaldo rages on Man Utd's night of mixed emotions at Brentford | Goal.com,The Swedish teenager was understandably ecstatic after opening the scoring in a 3-1 victory but his Portuguese colleague was upset by being subbed,"Manchester United,Cristiano Ronaldo,Anthony Elanga,Brentford v Manchester United,Brentford,Premier League,Features &amp; Opinions"
data/files/file31.html,https://www.goal.com/en-us/team/manchester-united/6eqit8ye8aomdsrrq0hk3v7gh,Manchester United News | Goal.com,"Latest Manchester United news from Goal.com, including transfer updates, rumours, results, scores and player interviews.",
data/files/file32.html,https://www.goal.com/en-us/player/cristiano-ronaldo/h17s3qts1dz1zqjw19jazzkl,"Cristiano Ronaldo, Latest News & Player Profile | Goal.com","Cristiano Ronaldo, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Manchester United FC player, powered by Goal.com.",
data/files/file33.html,https://www.goal.com/en-us/player/alex-telles/asweknp9d99safr6p9va75h3p,"Alex Telles, Latest News & Player Profile | Goal.com","Alex Telles, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Manchester United FC player, powered by Goal.com.",
data/files/file34.html,https://www.goal.com/en-us/player/jesse-lingard/5f72vvw62zdlyrj3mwux2udat,"Jesse Lingard, Latest News & Player Profile | Goal.com","Jesse Lingard, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Manchester United FC player, powered by Goal.com.",
data/files/file35.html,https://www.goal.com/en-us/team/manchester-united/fixtures-results/6eqit8ye8aomdsrrq0hk3v7gh,"Manchester United Live Scores, Fixtures & Results | Goal.com","Latest Manchester United Live Scores, Fixtures &amp; Results, including Premier League, FA Cup, UEFA Champions League and League Cup, featuring match reports and match previews.",
data/files/file36.html,https://www.goal.com/en-us/match/manchester-united-v-aston-villa/25945lg4h6wbclzxj9tb50qac,"Manchester United v Aston Villa Live Commentary & Result, 1/10/22, FA Cup | Goal.com","FA Cup Live Commentary for Manchester United v Aston Villa on January 10, 2022, includes full match statistics and key events, instantly updated.","Manchester United,Aston Villa,January 10, 2022,FA Cup"
data/files/file37.html,https://www.goal.com/en-us/match/manchester-united-v-aston-villa/news/25945lg4h6wbclzxj9tb50qac,"Manchester United v Aston Villa News, 1/10/22, FA Cup | Goal.com","Latest news for Manchester United v Aston Villa in FA Cup on January 10, 2022, including team, injury, line-up, preview &amp; prediction news.","Manchester United,Aston Villa,January 10, 2022,FA Cup"
data/files/file38.html,https://www.goal.com/en-us/news/aston-villa-s-bertrand-traore-reacts-to-coutinho-signing/blta0ab475dfdd39fe9/match/25945lg4h6wbclzxj9tb50qac,Aston Villaâs Traore reacts to Coutinho signing | Goal.com,Coutinho&#039;s new teammate Bertrand Traore has lauded Aston Villa&#039;s acquisition of the ex-Liverpool star.,"Africa Cup of Nations,Manchester United v Aston Villa,Aston Villa,Philippe Coutinho,Cameroon v Burkina Faso,Burkina Faso,African All Stars"
data/files/file39.html,https://www.goal.com/en-us/news/from-title-glory-to-bitter-divorce-conte-chelsea-tenure/bltf29875efd62af620,From title glory to a Â£26m divorce: Inside Conte's tumultuous Chelsea tenure | Goal.com,Former Chelsea boss Antonio Conte is now in charge of Tottenham and his Stamford Bridge tenure ended in a legal dispute but he remains the last manager to lead the Blues to the Premier League title,"Chelsea,Transfers,Antonio Conte,Chelsea v Tottenham Hotspur,Tottenham Hotspur,Premier League,Features &amp; Opinions"
data/files/file40.html,https://www.goal.com/en-us/news/chelsea-begin-tribunal-with-conte-in-9m-compensation-battle/lvdg21csagm51ur38e3fm6378,Chelsea news: Tribunal begins for Antonio Conte's Â£9m compensation battle | Goal.com,"Chelsea began a Premier League managers&#039; tribunal on Thursday, with hopes of resolving Antonio Conte&#039;s compensation claim for a Â£9 million severance package relating to his contract with the Stamford Bridge side.","Chelsea,Premier League"
data/files/file41.html,https://www.goal.com/en-us/news/rafael-leao-new-henry-ibrahimovic-little-brother-shining/blte66fa6811776f2ba,Is Rafael Leao really the new Henry? Ibrahimovic's 'little brother' finally realising potential at AC Milan | Goal.com,"AC Milan forward Rafael Leao has long been regarded as talented as he is frustrating, but the Portuguese is finally showing why he has been compared to Cristiano Ronaldo, Kylian Mbappe and Thierry Henry","Milan,Rafael LeÃ£o,Milan v Juventus,Juventus,Serie A,Features &amp; Opinions"
data/files/file42.html,https://www.goal.com/en-us/news/french-connection-rafael-leao-the-portuguese-mbappe-set-to/1whc0pfs37zdu1jref2lyhgchi,"French Connection: Rafael Leao, the 'Portuguese Mbappe' set to star at Lille | Goal.com",The 19-year-old former Sporting CP star is one of Ligue 1&#039;s hottest striking prospects after scoring four times in his last four games,"Lille,Ligue 1,Olympique Marseille,Olympique Marseille v Lille"
data/files/file43.html,https://www.goal.com/en-us/team/lille/be2k34rut1lz79jxenabttqlc,Lille News | Goal.com,"Latest Lille news from Goal.com, including transfer updates, rumours, results, scores and player interviews.",
data/files/file44.html,https://www.goal.com/en-us/player/l%C3%A9o-jardim/2ols4tslj83nkbztgkx9s92hh,"LÃ©o Jardim, Latest News & Player Profile | Goal.com","LÃ©o Jardim, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Lille OSC MÃ©tropole player, powered by Goal.com.",
data/files/file45.html,https://www.goal.com/en-us/player/xeka/c7xltzkcj4u5qmw4j1e9gxmmt,"Xeka, Latest News & Player Profile | Goal.com","Xeka, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Lille OSC MÃ©tropole player, powered by Goal.com.",
data/files/file46.html,https://www.goal.com/en-us/player/reinildo/cj3dik1dqyo2nf1jgmyn471sl,"Reinildo, Latest News & Player Profile | Goal.com","Reinildo, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Lille OSC MÃ©tropole player, powered by Goal.com.",
data/files/file47.html,https://www.goal.com/en-us/player/burak-y%C4%B1lmaz/8rqula41yqtbwycgemsw9ixud,"Burak YÄ±lmaz, Latest News & Player Profile | Goal.com","Burak YÄ±lmaz, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Lille OSC MÃ©tropole player, powered by Goal.com.",
data/files/file48.html,https://www.goal.com/en-us/team/lille/fixtures-results/be2k34rut1lz79jxenabttqlc,"Lille Live Scores, Fixtures & Results | Goal.com","Latest Lille Live Scores, Fixtures &amp; Results, including Ligue 1, Coupe de France, UEFA Champions League, TrophÃ©e des Champions and Club Friendlies, featuring match reports and match previews.",
data/files/file49.html,https://www.goal.com/en-us/match/montpellier-v-lille/cen2aa73nv3mmi07jh7x2t250,"Montpellier v Lille Match Preview, , Ligue 1 | Goal.com","Ligue 1 match preview for Montpellier v Lille on , includes latest club news, team head to head form, as well as last five matches.","Montpellier,Lille,,Ligue 1"
data/files/file50.html,https://www.goal.com/en-us/match/montpellier-v-angers-sco/c9qafctbx5purzh64asn3mc5w,"Montpellier v Angers SCO Live Commentary & Result, 12/22/21, Ligue 1 | Goal.com","Ligue 1 Live Commentary for Montpellier v Angers SCO on December 22, 2021, includes full match statistics and key events, instantly updated.","Montpellier,Angers SCO,December 22, 2021,Ligue 1"
data/files/file51.html,https://www.goal.com/en-us/team/angers-sco/75qj99fhg5c0ztj2tva5u4uii,Angers SCO News | Goal.com,"Latest Angers SCO news from Goal.com, including transfer updates, rumours, results, scores and player interviews.",
data/files/file52.html,https://www.goal.com/en-us/player/jimmy-cabot/dk4bgvo6xobwtpiv2ysgu3jrp,"Jimmy Cabot, Latest News & Player Profile | Goal.com","Jimmy Cabot, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Angers Sporting Club de l&#039;Ouest player, powered by Goal.com.",
data/files/file53.html,https://www.goal.com/en-us/player/waniss-taibi/qooxolimrpdm50kl9woa6jje,"Waniss Taibi, Latest News & Player Profile | Goal.com","Waniss Taibi, latest news &amp; rumours, player profile, detailed statistics, career details and transfer information for the Angers Sporting Club de l&#039;Ouest II player, powered by Goal.com.",
data/files/file54.html,https://www.goal.com/en-us/category/nxgn/1/juicr0nzo8gr1d1fafit7a25z,"NXGN News, Page 1 of 25 | Goal.com","NXGN news archive, page 1 of 25.",
data/files/file55.html,https://www.goal.com/en-us/news/pepi-i-can-start-for-the-usmnt-at-2022-world-cup/blt7641c31c5235e8fd,Pepi: I can start for the USMNT at 2022 World Cup | Goal.com,"Ricardo Pepi, the 18-year-old United States men&#039;s national team striker who just joined Augsburg, says he can start for his country at the 2022 World Cup in Qatar.","Ricardo Pepi,United States,World Cup,NXGN,Bundesliga,Augsburg"
data/files/file56.html,https://www.goal.com/en-us/news/usmnt-star-dike-completes-west-brom-move/blt437cc9b0f96cf908,USMNT star Dike completes West Brom move | Goal.com,"West Bromwich Albion have completed the signing of Daryl Dike from Orlando City, the Championship club confirmed on Saturday. ","West Bromwich Albion,Daryl Dike,Championship,United States,Transfers"
data/files/file57.html,https://www.goal.com/en-us/news/afcon-champions-league-ballon-dor-why-2022-could-be-salah/blte847a202629427ce,"AFCON, Champions League, Ballon d'Or? Why 2022 really could be Salah's year | Goal.com",Liverpool forward Mohamed Salah has elevated himself to superstar status but now the Egyptian sensation wants the medals to cement his legacy,"Liverpool,Mohamed Salah,Chelsea v Liverpool,Chelsea,Premier League,Features &amp; Opinions,Africa Cup of Nations,Ballon D&#039;Or,UEFA Champions League"
data/files/file58.html,https://www.goal.com/en-us/news/salah-sets-liverpool-consecutive-goalscoring-record-after-finish-/cgu9cooctair1kxfqaxwf4itq,Salah sets Liverpool consecutive goalscoring record after finish against Atletico in Champions League | Goal.com,Mohamed Salah has added a new record to his burgeoning collection of Liverpool honours after becoming the first player to score in nine consecutive matches in the club&#039;s history.,"Liverpool,UEFA Champions League,Mohamed Salah,Videos,AtlÃ©tico Madrid v Liverpool,AtlÃ©tico Madrid"
data/files/file59.html,https://www.goal.com/en-us/news/who-is-better-than-salah-klopp-says-liverpool-hero-is-best/fn4xjh9ulf9717ws1fm44vkq3,'Who is better than Salah?' - Klopp says Liverpool hero is best player in the world ahead of Ronaldo and Messi | Goal.com,Liverpool manager Jurgen Klopp says Mohamed Salah is the best player in the world after his starring role in his side&#039;s 5-0 win at Watford on Saturday.,"Mohamed Salah,Liverpool,Watford v Liverpool,JÃ¼rgen Klopp,Premier League,Videos"
data/files/file60.html,https://www.goal.com/en-us/news/ronaldo-deserves-ballon-dor-now-more-than-ever-mendes/1hnbj92rhtejs1c8havihgq5i3,Ronaldo deserves Ballon d'Or now more than ever - Mendes | Goal.com,"Cristiano Ronaldo deserves to win the Ballon d&#039;Or this year more than ever before, his agent, Jorge Mendes, claims.","Cristiano Ronaldo,Manchester United,Premier League,Ballon D&#039;Or"
data/files/file61.html,https://www.goal.com/en-us/news/man-utd-boss-solskjaer-responds-to-fergusons-ronaldo/1iwyxt42bhocc1reunbi49uvqg,Man Utd boss Solskjaer responds to Ferguson's Ronaldo criticism | Goal.com,"Ole Gunnar Solskjaer says he&#039;s &quot;relaxed&quot; about Sir Alex Ferguson&#039;s recent criticism of his lineup decisions, adding that it isn&#039;t the first time he&#039;s disagreed with his former manager.","Manchester United,Premier League,Ole SolskjÃ¦r,Cristiano Ronaldo,Leicester City v Manchester United,Leicester City"
data/files/file62.html,https://www.goal.com/en-us/news/sir-alex-ferguson-solskjaer-ronaldo-decision/1c6ps7fq37pog17ezq4p0vnoim,Solskjaer's Ronaldo decision questioned by Sir Alex Ferguson in footage posted after Man Utd draw | Goal.com,"Sir Alex Ferguson appeared to criticise Manchester United manager Ole Gunnar Solskjaer&#039;s decision to limit Cristiano Ronaldo to a substitute role this past weekend, with the club legend revealing his perspective in a conversation with mixed martial arts superstar Khabib Nurmagomedov that has surfaced on social media.","Manchester United,Cristiano Ronaldo,Manchester United v Everton,Premier League,Ole SolskjÃ¦r,Videos"
data/files/file63.html,https://www.goal.com/en-us/news/man-utd-loanee-andreas-pereira-facing-six-game-ban/qglfzcqya33n1psva4g7vx8ee,Man Utd loanee Andreas Pereira facing potential six-game ban for allegedly breaching quarantine rules in Brazil | Goal.com,Manchester United loanee Andreas Pereira is facing a six-game ban for allegedly breaching quarantine rules in Brazil.,"Manchester United,Andreas Pereira,Premier League,Flamengo,Serie A"
data/files/file64.html,https://www.goal.com/en-us/news/man-utd-confirm-pereira-loan-to-flamengo/19gmxcvjo94r11v6fy2katkmis,Manchester United confirm Pereira loan to Flamengo | Goal.com,Manchester United have agreed a deal with Flamengo over a loan transfer for midfielder Andreas Pereira.,"Transfers,Flamengo,Premier League,Exclusive,Andreas Pereira,Manchester United,Serie A"
data/files/file65.html,https://www.goal.com/en-us/news/ball-manchester-united-court-lingard-west-ham-pearce/ncgg6anjqb71uq5ne1acu34k,"'The ball is in Manchester United's court' - Lingard wanted back at West Ham, admits Pearce | Goal.com","West Ham remain interested in bringing Jesse Lingard back to the London Stadium, Stuart Pearce has confirmed, with a member of David Moyes&#039; coaching team admitting that &quot;the ball is in Manchester United&#039;s court&quot; ahead of the summer transfer deadline.","Jesse Lingard,West Ham United,Premier League,Transfers,Manchester United"
data/files/file66.html,https://www.goal.com/en-us/news/pogba-five-six-assists-one-game-fernandes-man-utd/ccr2urt1tddu1ainat389s9mu,'Pogba can do five or six assists in one game' - Fernandes expects even more from Man Utd team-mate | Goal.com,"Paul Pogba registered four assists for Manchester United in their 5-1 mauling of Leeds, but Bruno Fernandes claims the World Cup winner is capable of contributing &quot;five or six in one game&quot;.","Manchester United,Paul Pogba,Manchester United v Leeds United,Premier League,Bruno Fernandes"
data/files/file67.html,https://www.goal.com/en-us/news/you-expect-that-from-a-100m-player-pogbas-four-assists-for/1gf44xlxejdj51nxqrwmi859kc,'You expect that from a Â£100m player' - Pogba's four assists for Man Utd against Leeds still leave Souness unimpressed | Goal.com,"Graeme Souness played down Paul Pogba&#039;s impact in Manchester United&#039;s 5-1 win against Leeds on Saturday, instead hailing Mason Greenwood as the &quot;star of the show&quot;.","Paul Pogba,Manchester United,Manchester United v Leeds United,Mason Greenwood,Premier League"
data/files/file68.html,https://www.goal.com/en-us/news/pogba-will-sign-a-new-contract-now-that-man-utd-have-a/jiglwhdariyd1s65h7sta1rdt,"Pogba will sign a new contract now that Man Utd have a trophy-winning team, predicts Scholes | Goal.com",Paul Scholes has expressed his belief that Paul Pogba will sign a new contract now that Manchester United have a team capable of winning trophies.,"Paul Pogba,Manchester United,Manchester United v Leeds United,Premier League,Leeds United"
data/files/file69.html,https://www.goal.com/en-us/news/pochettino-responds-pogba-psg-man-utd/srm0q89shbwk1q4zj8hycwlv7,Pochettino responds to Pogba talk as PSG move for Manchester United star is mooted | Goal.com,"Mauricio Pochettino refused to be drawn on Paris Saint-Germain&#039;s links to Paul Pogba, with the Argentine giving little away","Transfers,PSG,Premier League,Manchester United,Ligue 1,Paul Pogba"
data/files/file70.html,https://www.goal.com/en-us/news/i-would-love-to-have-pogba-with-us-wijnaldum-eager-for-fantastic-/849afc8sz5gd1qc3tlzeq4vwd,'I would love to have Pogba with us' - Wijnaldum eager for 'fantastic' Man Utd midfielder to join PSG | Goal.com,Georginio Wijnaldum has admitted that he &quot;would love&quot; to see Paul Pogba join Paris Saint-Germain while describing the Manchester United star as &quot;one of the best midfielders in the world&quot;.,"Transfers,PSG,G. Wijnaldum,Premier League,Manchester United,Ligue 1,Paul Pogba"
data/files/file71.html,https://www.goal.com/en-us/news/pogba-player-of-the-tournament-man-utd-star-lit-up-euros/1w5zkrs1stf6g1ktj50xxym3sb,"'Pogba had been player of the tournament' - Man Utd star lit up Euro 2020 before France crashed out, says Rooney | Goal.com","Paul Pogba was the star of Euro 2020 before France&#039;s run came to a shuddering halt, says Wayne Rooney, who hopes that he can replicate his international form at Manchester United.","Paul Pogba,France,European Championship,Manchester United,Wayne Rooney"
data/files/file72.html,https://www.goal.com/en-us/news/undroppable-unstoppable-kane-lead-england-euro-2020-glory/18bi0v86ffoqa1wws6us81i6fn,"First undroppable, now unstoppable: Kane can lead England to Euro 2020 glory | Goal.com","Gareth Southgate never doubted Harry Kane, and after a double in the 4-0 victory over Ukraine, the striker is ready to end England&#039;s 55-year wait for success at Euro 2020","England,European Championship,Ukraine v England,Harry Kane,Features &amp; Opinions"
data/files/file73.html,https://www.goal.com/en-us/team/england/ck8m1cn23sukwsurgx5qakttk,England News & Results | Goal.com,"Latest England news from Goal.com, including transfer updates, rumours, results, scores and player interviews.",
data/files/file74.html,https://www.goal.com/en-us/news/england-fans-poo-cocaine-investigation-euro-2020-final/blt41349f8a0f641ea9,England fans threw poo & took cocaine as damning investigation reveals details of Euro 2020 final shame  | Goal.com,"Lives were endangered by England fans who forced entry, threw faeces and took cocaine at the Euro 2020 final","England,European Championship"
data/files/file75.html,https://www.goal.com/en-us/news/england-receive-multiple-uefa-charges-after-wembley-fan/1g1v3pqu4vvqr176klqk8x0vp2 ,404,,
data/files/file76.html,https://www.goal.com/en-us/news/southgate-england-contract-extension-2024/blt02904a31a85fa2f2,Southgate extends England contract to 2024 as Three Lions seek to end trophy drought | Goal.com,"Gareth Southgate, along with assistant Steve Holland, has agreed a contract extension as England manager","England,World Cup,Gareth Southgate,European Championship"
data/files/file77.html,https://www.goal.com/en-us/news/england-world-cup-2022-qualifying-group-fixtures-results/vw0hws2e90ea1tyy8nnumios8,"England World Cup 2022 qualifying: Group, fixtures, results & everything you need to know | Goal.com","Everything you need to know about England&#039;s World Cup 2022 qualifying campaign, including group standings, fixtures, results and more.","England,World Cup,Hungary,Andorra v England,England v Poland,England v Andorra,Poland,England v San Marino,England v Albania,Hungary v England"
